10/20/2024 04:23:39PM,24.00,8.55,0.00,0,2.61,23.10,37.40
10/20/2024 04:23:46PM,24.00,8.55,0.00,0,1.46,23.10,37.40
10/20/2024 04:23:52PM,24.00,8.55,0.00,0,2.46,23.10,37.50
10/20/2024 04:23:59PM,24.00,8.55,0.00,0,1.84,23.10,37.60
10/20/2024 04:24:05PM,24.01,8.56,0.00,0,2.26,23.10,37.60
10/20/2024 04:24:12PM,24.01,8.55,0.00,0,1.34,23.10,37.50
10/20/2024 04:24:19PM,24.01,8.55,0.00,0,2.48,23.10,37.70
10/20/2024 04:24:25PM,24.01,8.56,0.00,0,1.20,23.10,37.60
10/20/2024 04:24:32PM,24.02,8.56,0.00,0,2.61,23.10,37.60
10/20/2024 04:24:39PM,24.02,8.56,20710.00,0,1.67,23.10,37.60
10/20/2024 04:24:45PM,24.02,8.55,20390.00,0,2.93,23.10,37.60
10/20/2024 04:24:52PM,24.02,8.54,20530.00,0,1.68,23.10,37.60
10/20/2024 04:24:58PM,24.03,8.55,20420.00,0,1.09,23.10,37.60
10/20/2024 04:25:05PM,24.03,8.55,0.00,0,2.55,23.10,37.50
10/20/2024 04:25:12PM,24.03,8.56,0.00,0,1.20,23.10,37.50
10/20/2024 04:25:18PM,24.03,8.55,18810.00,0,3.35,23.10,37.60
10/20/2024 04:25:25PM,24.03,8.55,18790.00,0,1.93,23.10,37.50
10/20/2024 04:25:31PM,24.04,8.55,18780.00,0,0.95,23.10,37.60
10/20/2024 04:25:38PM,24.04,8.55,18780.00,0,2.93,23.10,37.60
10/20/2024 04:25:45PM,24.04,8.55,18760.00,0,3.41,23.10,37.70
10/20/2024 04:25:51PM,24.04,8.59,12770.00,0,0.97,23.10,37.60
10/20/2024 04:25:58PM,24.05,8.55,9.90,0,0.85,23.10,37.60
10/20/2024 04:26:04PM,24.05,8.89,0.00,0,3.14,23.10,37.60
10/20/2024 04:26:11PM,24.05,8.57,0.00,0,1.13,23.10,37.60
10/20/2024 04:26:18PM,24.05,8.53,0.00,0,2.85,23.10,37.60
10/20/2024 04:26:24PM,24.06,9.18,0.00,0,2.70,23.10,37.60
10/20/2024 04:26:31PM,24.06,9.09,0.00,0,1.02,23.10,37.70
10/20/2024 04:26:37PM,24.07,8.93,0.00,0,2.94,23.10,37.60
10/20/2024 04:26:44PM,24.07,8.86,0.00,0,1.34,23.10,37.50
10/20/2024 04:26:51PM,24.08,8.81,0.00,0,1.95,23.10,37.40
10/20/2024 04:26:57PM,24.08,8.66,0.00,0,2.75,23.10,37.30
10/20/2024 04:27:04PM,24.08,8.65,0.00,0,1.41,23.10,37.40
10/20/2024 04:27:11PM,24.09,8.57,0.00,0,2.55,23.10,37.40
10/20/2024 04:27:17PM,24.09,8.62,0.00,0,1.67,23.10,37.40
10/20/2024 04:27:24PM,24.10,8.50,0.00,0,1.61,23.10,37.60
10/20/2024 04:27:30PM,24.11,8.48,0.00,0,2.31,23.10,37.70
10/20/2024 04:27:37PM,24.11,8.46,0.00,0,1.74,23.10,37.60
10/20/2024 04:27:44PM,24.12,8.44,0.00,0,3.00,23.10,37.60
10/20/2024 04:27:50PM,24.13,8.44,0.00,0,1.44,23.10,37.60
10/20/2024 04:27:57PM,24.13,8.42,0.00,0,2.94,23.10,37.60
10/20/2024 04:28:03PM,24.14,8.41,0.00,0,1.43,23.10,37.70
10/20/2024 04:28:10PM,24.14,8.39,0.00,0,2.96,23.10,37.60
10/20/2024 04:28:17PM,24.15,8.40,0.00,0,1.36,23.10,37.70
10/20/2024 04:28:23PM,24.15,8.36,0.00,0,3.05,23.10,37.90
10/20/2024 04:28:30PM,24.16,8.40,0.00,0,1.14,23.10,37.80
10/20/2024 04:28:36PM,24.16,8.33,0.00,0,3.18,23.10,37.80
10/20/2024 04:28:43PM,24.17,8.37,0.00,0,1.06,23.10,38.00
10/20/2024 04:28:50PM,24.17,8.34,0.00,0,2.87,23.10,38.10
10/20/2024 04:28:56PM,24.18,8.32,0.00,1,1.30,23.10,37.90
10/20/2024 04:29:03PM,24.19,8.32,0.00,1,2.28,23.10,37.70
10/20/2024 04:29:09PM,24.19,8.31,0.00,1,2.11,23.10,37.90
10/20/2024 04:29:16PM,24.20,8.31,0.00,1,1.45,23.10,37.80
10/20/2024 04:29:23PM,24.20,8.30,0.00,1,2.51,23.10,37.90
10/20/2024 04:29:29PM,24.21,8.30,0.00,1,1.25,23.10,37.80
10/20/2024 04:29:36PM,24.21,8.29,0.00,1,2.59,23.10,37.70
10/20/2024 04:29:42PM,24.22,8.29,0.00,1,1.29,23.10,37.70
10/20/2024 04:29:49PM,24.22,8.29,0.00,1,2.62,23.10,37.80
10/20/2024 04:29:56PM,24.22,8.28,18770.00,1,2.00,23.10,37.90
10/20/2024 04:30:02PM,24.23,8.28,18730.00,1,2.20,23.10,37.70
10/20/2024 04:30:09PM,24.23,8.27,18710.00,1,1.29,23.10,37.60
10/20/2024 04:30:16PM,24.23,8.27,18710.00,1,2.55,23.10,37.60
10/20/2024 04:30:22PM,24.24,8.27,18720.00,1,1.34,23.00,37.70
10/20/2024 04:30:29PM,24.24,8.26,18710.00,1,2.20,23.10,37.80
10/20/2024 04:30:35PM,24.24,8.26,18710.00,1,1.77,23.10,37.70
10/20/2024 04:30:42PM,24.24,8.26,18710.00,1,1.30,23.10,37.70
10/20/2024 04:30:49PM,24.24,8.26,18710.00,1,2.51,23.10,37.80
10/20/2024 04:30:55PM,24.25,8.26,18700.00,1,1.46,23.10,37.80
10/20/2024 04:31:02PM,24.25,8.26,18700.00,1,2.45,23.10,37.80
10/20/2024 04:31:08PM,24.25,8.26,18700.00,1,1.98,23.10,37.70
10/20/2024 04:31:15PM,24.25,8.25,18690.00,1,1.06,23.10,37.80
10/20/2024 04:31:22PM,24.25,8.29,18660.00,1,2.97,23.10,38.00
10/20/2024 04:31:28PM,24.26,8.23,18660.00,1,1.91,23.10,38.50
10/20/2024 04:31:35PM,24.25,8.22,18650.00,1,1.79,23.10,38.50
10/20/2024 04:31:41PM,22.73,8.22,18650.00,1,2.15,23.10,38.30
10/20/2024 04:31:48PM,21.91,8.24,18650.00,1,1.32,23.10,38.10
10/20/2024 04:31:55PM,21.48,8.22,18650.00,1,2.33,23.10,37.90
10/20/2024 04:32:01PM,21.30,8.22,18660.00,1,1.37,23.10,37.80
